"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"true_peak_wait[1513]",9973.41186875,9973.35,10.9849819150389,14.2181340000002,9956.329,9990.41,1.00023544594573,12149.0888987714,4888.28704084242
"true_peak_wait[1514]",1.407128255375,1.371655,0.549484109193015,0.540281679,0.56173225,2.374484,1.00114407106024,4551.32909937533,4218.50832680568
"true_peak_wait[1515]",1.310950140375,1.280765,0.4986275335556,0.4805929443,0.5519901,2.2003525,1.00046688978575,6000.92705380657,5309.91551019734
"true_peak_wait[1516]",9973.2866275,9973.275,11.0606101487825,14.2996770000033,9956.25,9990.4605,1.00228716831346,11462.822995686,4834.48899345761
"true_peak_wait[1517]",9973.2593275,9973.21,10.9123783325567,13.9290270000006,9956.3395,9990.3405,1.00095626268044,12206.9759904591,4393.1451131884
"true_peak_wait[1518]",9973.23319375,9973.035,10.7643394299363,13.7659409999998,9956.45,9990.1405,1.00158308633738,11962.7051138348,5276.98525279819
"true_peak_wait[1519]",1.19745478056625,1.11858,0.718202988060077,0.831553275,0.16589395,2.46068,1.00066717633393,11311.1101892483,5123.2851262591
"true_peak_wait[1520]",0.814763344420875,0.7256355,0.533292011788733,0.5444507502,0.1094887,1.833274,1.00154375571689,9329.6078827153,4504.20842264738
"true_peak_wait[1521]",0.76671681721375,0.6851155,0.503686120235296,0.5237328978,0.104037,1.705096,1.00040469979881,9966.4627829073,4311.15217142682
"true_peak_wait[1522]",9973.282685,9973.195,10.950512119542,14.0624610000009,9956.3,9990.37,1.00077732173042,11558.5154073832,4758.44668931789
"true_peak_wait[1523]",9973.36972125,9973.46,10.9696412880525,14.1143519999993,9956.24,9990.59,1.00079427421192,11514.2442403607,4680.41800968237
"true_peak_wait[1524]",9973.3058175,9973.225,10.9776483912639,14.1069390000018,9956.31,9990.45,1.00025470293395,11477.2804490877,4513.53292131817
"true_peak_wait[1525]",9973.496805,9973.61,11.0290415817401,14.3812199999984,9956.22,9990.3205,1.00177678171002,11321.3243947791,4798.97889755338
"true_peak_wait[1526]",9973.2690375,9973.155,11.0711195237669,14.3886330000026,9956.25,9990.3805,1.00041317931312,9869.34267930244,4508.28016655267
"true_peak_wait[1527]",9973.30011125,9973.465,11.069134712932,14.4182850000005,9956.15,9990.3605,0.999826298105369,11306.6326552061,4501.76364135611
"true_peak_wait[1528]",1.4128359203375,1.37302,0.554322411470753,0.5556154695,0.5608757,2.3831555,1.00038075434284,5155.25548329747,4736.32955715685
"true_peak_wait[1529]",2.47981973075,2.384765,1.05545766146213,0.999376182,0.9744735,4.3428595,1.0011380986089,2768.5838013872,4403.93058611807
"true_peak_wait[1530]",9973.31894125,9973.395,10.8982641042787,13.899375,9956.3095,9990.31,1.00075921920351,10552.9547993204,4889.11629835914
"true_peak_wait[1531]",9973.35918,9973.355,10.8508951194457,13.9290270000006,9956.2895,9990.4005,1.00006609484941,9963.64761804227,4975.60301041408
"true_peak_wait[1532]",9973.29803875,9973.405,10.7966726799796,13.7362890000018,9956.3995,9990.2405,1.0016803203815,12049.9489472886,5049.49157273638
"true_peak_wait[1533]",1.18930495911,1.129395,0.707774329154892,0.8332426977,0.171372,2.424993,1.00084809616558,10204.2646516487,5214.38820447559
"true_peak_wait[1534]",1.11724634718125,1.01887,0.700809956762264,0.736911504,0.1629245,2.4106295,1.00107720359669,10713.7539469623,4988.84993422402
"true_peak_wait[1535]",0.7602485727375,0.6788555,0.49886780316074,0.4986072756,0.1005379,1.7213575,1.00061606579474,9407.68186262777,4617.73644301197
"true_peak_wait[1536]",9973.3309325,9973.495,10.956691209746,14.0253960000001,9956.3095,9990.29,1.00027649101818,9637.04664528805,4827.75786646499
"true_peak_wait[1537]",9973.2927025,9973.24,10.87123124605,13.7288760000003,9956.25,9990.2705,1.00238971526703,10083.7127334263,4361.34987803049
"true_peak_wait[1538]",9973.35486,9973.13,11.0213448299485,14.2329599999978,9956.25,9990.48,1.00066310918623,12301.9979587068,4726.21500657458
"true_peak_wait[1539]",9973.32356875,9973.28,10.9854522800269,14.1736560000019,9956.1895,9990.36,1.00188708410433,9848.29267571882,4998.37581792923
"true_peak_wait[1540]",9973.25880375,9973.115,10.7920740992826,13.8030060000006,9956.51,9990.16,1.0001311180783,10786.7539719555,4972.3538340064
"true_peak_wait[1541]",9973.38911375,9973.515,11.0665357702311,14.2255470000004,9956.06,9990.4905,1.00249980994196,12502.5837960978,5069.59436853808
"true_peak_wait[1542]",1.42731846662837,1.21103,1.00229950901729,0.976077123,0.16466535,3.388533,1.0011709799172,11737.0179662907,5171.97020235557
"true_peak_wait[1543]",1.6468031269435,1.449305,1.15091788894706,1.2633886944,0.1361818,3.8315415,0.99987235344143,9970.8726648515,5155.8874674331
"true_peak_wait[1544]",3.595980265875,3.351165,1.6997633935805,1.555662528,1.3125405,6.625611,1.00306756799787,1080.85290749533,3360.6991763406
"true_peak_wait[1545]",1.431735204715,1.237075,0.978982009092114,0.973719789,0.18965155,3.3422145,1.00011278657025,10744.9674692781,4599.20179269837
"true_peak_wait[1546]",1.58436610441975,1.3728,1.13161380077761,1.212262716,0.12148185,3.737913,1.00030548278932,10965.2470636219,4930.96711373031
"true_peak_wait[1547]",3.63180770575,3.38819,1.71478413675215,1.546359213,1.314484,6.706898,1.00269686826024,965.788441454297,3460.91660666805
"true_peak_wait[1548]",1.404370983295,1.396725,0.735074882016586,0.8792299845,0.23352885,2.611223,1.00012290135027,11327.6978449406,4917.72537920374
"true_peak_wait[1549]",1.41771797777375,1.407995,0.721544306864785,0.8525758017,0.2583266,2.602011,1.00179798530592,10914.3282179549,5130.63409913725
"true_peak_wait[1550]",2.2112575738875,2.093225,1.15301708856696,1.373139642,0.54370335,4.1793935,1.00219864337178,11607.8425166573,5683.89371622788
"true_peak_wait[1551]",2.20695913275,2.138865,0.745147402767114,0.764969709,1.1017805,3.5561595,1.00174989637279,2374.1031135789,4275.56226787144
"true_peak_wait[1552]",1.836974930125,1.767545,0.716684293949708,0.694709295,0.7779594,3.085088,1.0005878680699,4836.20167034879,4653.52847296824
"true_peak_wait[1553]",1.37567819240275,1.350975,0.734524026208692,0.8843753478,0.22873815,2.5861045,1.00053551735505,11352.3711801395,5442.68819460615
"true_peak_wait[1554]",3.8682473675,3.656005,1.00643712383248,0.981837024,2.5655495,5.8241575,1.00005995697735,11414.6444114288,4737.85217517833
"true_peak_wait[1555]",1.22725264231425,1.18946,0.744534013289903,0.9277206414,0.12518505,2.483374,1.00053380397926,11395.6694916835,5585.45687261606
"true_peak_wait[1556]",1.89449502275,1.93783,0.553316647496029,0.595627137,0.9242311,2.7318265,1.00146345198713,3652.54518921502,4370.46390536764
"true_peak_wait[1557]",1.847159999,1.79113,0.745284817902929,0.718771893,0.7515081,3.1568205,0.999844910606472,4818.96046374927,4564.52823516799
"true_peak_wait[1558]",4.00453493375,3.79073,1.0613173168277,1.081452918,2.6119905,6.063679,1.00060709220562,9785.41892366165,4809.40031472299
"true_peak_wait[1559]",2.182476018525,2.014985,1.07123910949852,1.156049937,0.7120684,4.1667485,1.00086369856504,10686.1192984667,5073.21768626033
"true_peak_wait[1560]",5.48143365,4.93621,2.2442433201059,1.768237716,2.8537425,10.023055,0.999835035081913,9349.86523758137,5997.78958787166
"true_peak_wait[1561]",1.93915391525,1.872475,0.684024236622215,0.694731534,0.9763018,3.183308,1.00144318410954,3386.89370029072,4785.17403248653
"true_peak_wait[1562]",1.84170974835,1.78966,0.71279253119055,0.70304892,0.7622102,3.0788645,1.00103746809322,4380.78640262413,4166.72253916609
"true_peak_wait[1563]",3.32354445,3.24171,0.613421501887442,0.641787888,2.416868,4.4549705,1.00045722373613,10702.2323130158,5305.02355316793
"true_peak_wait[1564]",9974.3769025,9974.22,11.562120949921,14.8111739999997,9956.34,9992.3405,1.00041734253767,11339.5416785626,4694.61988678339
"true_peak_wait[1565]",1.41769594034,1.3755,0.623546178290772,0.7018205859,0.4470922,2.472243,1.00053325059022,12382.2868303091,5678.62898754591
"true_peak_wait[1566]",3.733743747875,3.59489,1.48500962645207,1.440242118,1.517601,6.375335,1.00074577651855,3125.4577570393,4620.36059246396
"true_peak_wait[1567]",3.3914475945,3.201185,1.54312038685577,1.428284949,1.2407145,6.13308,1.00478182565432,997.033982396738,3044.82271509289
"true_peak_wait[1568]",3.274655875,3.19161,0.608899536902036,0.613840878,2.3699915,4.400451,1.00026950464989,10208.0475674605,5272.18252211436
"true_peak_wait[1569]",9973.288025,9973.22,10.9241653478855,14.1588299999989,9956.3295,9990.4,1.00017547811662,10277.1989810296,5267.02412343882
"true_peak_wait[1570]",0.54761655429398,0.490308,0.380845160722594,0.4101790812,0.047236825,1.267689,1.00019102678977,9900.30263786941,4243.96860714997
"true_peak_wait[1571]",3.7440617815125,3.595845,1.53659705386556,1.502355645,1.462504,6.43407,1.00016032199937,3209.32138587351,4366.46511893596
"true_peak_wait[1572]",3.39355658375,3.193335,1.54978390382707,1.462058577,1.281668,6.150435,1.00603275875505,867.051912780296,2866.16836924761
"true_peak_wait[1573]",3.3004414625,3.23017,0.602076533565102,0.628726182,2.396699,4.3885595,1.00001504391594,11318.6362848973,5946.43934528666
"true_peak_wait[1574]",9973.93286125,9974.11,11.2578664806197,14.314503000001,9956.2,9991.4705,1.00030970716844,11577.9521378516,4993.05265082606
"true_peak_wait[1575]",0.737311571478125,0.6889585,0.471230602197022,0.5467665714,0.06767294,1.5726105,1.00057850007847,11364.9407606063,5364.48643478196
"true_peak_wait[1576]",3.74035494025,3.585265,1.49662047607267,1.450108821,1.5410305,6.422567,1.00040302821825,3496.37433143493,4572.48685504101
"true_peak_wait[1577]",3.398504372625,3.18569,1.55282445664825,1.45732167,1.2451665,6.232021,1.00403689567098,965.354376632056,3017.87175271992
"true_peak_wait[1578]",0.90906474838875,0.89036,0.481149943796129,0.568265754,0.15751805,1.705633,1.0007335256627,9824.15080711661,4916.9428486826
"true_peak_wait[1579]",0.6046719231025,0.5515995,0.370794521895801,0.3991566915,0.09062332,1.290338,1.0000156216504,9827.07376218952,4960.2730087798
"true_peak_wait[1580]",5.171616405,5.11759,0.491284279544383,0.468101298,4.4046475,6.060947,1.00015277501822,10729.0416035125,5115.24901983321
"true_peak_wait[1581]",0.628132303568625,0.5832825,0.381167118521386,0.4142947788,0.090669485,1.323122,0.999991942719665,10688.8013618163,4283.23972848158
"true_peak_wait[1582]",1.5003790500375,1.4897,0.632926080322602,0.7267230768,0.48101025,2.5354205,1.00042512205084,11206.390077661,5055.26406618393
"true_peak_wait[1583]",0.7601017735531,0.7289295,0.474218931343592,0.5582278107,0.072760405,1.5899435,1.00044084547012,9843.00518044096,4931.83214831164
"true_peak_wait[1584]",9998.34078625,9998.65,1.08063661387504,0.696822000001726,9996.1495,9999.46,1.00097446054818,7261.3213201499,5473.82850782833
