"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"true_first_wait[132]",0.415910203283137,0.2789015,0.438790437803475,0.28566380976,0.022916065,1.2427005,1.00039348151401,6809.18887214576,4364.72255599063
"true_first_wait[133]",0.4610730090245,0.319721,0.462674288988239,0.3227516418,0.025781115,1.3778945,1.00021195269196,7195.21751167403,4581.14720304431
"true_first_wait[134]",0.515331904507825,0.3555915,0.531509130469507,0.3637106907,0.027655855,1.575095,1.00087946051756,7036.09164563503,4266.986711906
"true_first_wait[135]",0.392508925888676,0.349777,0.271997048090186,0.316342362,0.030100155,0.8957841,1.00048725719145,10104.4749120992,4572.2165776198
"true_first_wait[136]",43.49958795,43.5075,0.867109044272478,1.1245521,42.1532,44.8423,1.00300277168776,10308.4888249755,5203.87941895101
"true_first_wait[137]",0.383154096298338,0.333062,0.271244407715117,0.3081109668,0.029012905,0.8917627,1.0004310446197,10265.9401325729,4883.72329713823
"true_first_wait[138]",1.296229405,1.236355,0.236190672649296,0.229840065,1.018359,1.772103,0.999974204654356,10192.293226772,4463.93537837125
"true_first_wait[139]",43.5004884,43.4974,0.859992003604524,1.11113457,42.164995,44.836815,1.00046484282846,9970.44963806297,4571.66147513879
"true_first_wait[140]",43.5047875125,43.49995,0.869567685457987,1.12299537,42.1599,44.850925,1.00060925146856,10937.4788385854,4916.80773833035
"true_first_wait[141]",43.5021015,43.4905,0.861066813735999,1.10342505000001,42.17038,44.85412,1.00055563733503,10795.4527270045,5078.33422901609
"true_first_wait[142]",0.413535427579265,0.286951,0.415420654331772,0.29116551597,0.02289409,1.221633,1.00020589666815,7388.95815329511,4428.23906319435
"true_first_wait[143]",0.469661001703875,0.3325155,0.465952231954484,0.3346569198,0.025516765,1.3870705,0.999982713468283,6625.65226907414,4241.46994874303
"true_first_wait[144]",43.511826775,43.5257,0.877331432433542,1.14412242,42.14929,44.86505,1.00053613407985,10145.9821463428,4209.01482420706
"true_first_wait[145]",43.5003040625,43.50075,0.866140158052621,1.11395151000001,42.15155,44.849215,1.0020261051011,12137.8545788351,5204.67014768724
"true_first_wait[146]",0.434953780913963,0.307449,0.42160631759955,0.3054652671,0.02541545,1.286623,1.00002161108103,9866.2654085445,4557.94239007709
"true_first_wait[147]",0.48645620140075,0.3430075,0.46183602559993,0.3465407001,0.027823025,1.4289305,1.00000100443228,9673.87359405042,4450.57280172975
"true_first_wait[148]",0.283616031883263,0.2262965,0.228894275560572,0.21491013474,0.0190182,0.761193549999999,1.00123175074277,7836.89443490651,4878.09575786882
"true_first_wait[149]",0.305723874044028,0.217513,0.301074345795804,0.22400566335,0.014988015,0.905648999999999,0.999979809613254,7148.6636602685,3756.18103154346
"true_first_wait[150]",0.41013890387265,0.374977,0.278744282282323,0.333421914,0.029657065,0.91153275,1.00053362271198,10221.5356757155,4501.67515636114
"true_first_wait[151]",0.54465708268565,0.419679,0.458596709855787,0.4136639325,0.03155822,1.50199,1.00074963200469,10210.7449094967,4071.8211235571
"true_first_wait[152]",0.971077292235763,0.953461,0.564285179232835,0.7125042015,0.09985671,1.8842465,1.00037220892906,9790.17517628654,4715.62137851128
"true_first_wait[153]",24.91361038125,24.8413,11.4355768374454,14.5643211,7.0304595,42.98696,1.00109577502853,11448.0465098372,4341.53262762413
"true_first_wait[154]",0.436892331408575,0.3046395,0.423280675225136,0.31320458736,0.02678105,1.3092035,1.00009090831104,9075.39699325777,4646.96443682654
"true_first_wait[155]",0.4915210910738,0.340712,0.476181355553388,0.352947756,0.02901884,1.4530795,1.00067541479945,8224.19296125476,4990.76777097665
"true_first_wait[156]",0.280870207121612,0.2174425,0.232770730980123,0.21637813113,0.017330985,0.769054549999999,1.00039083672528,7611.79321873348,5185.60061948889
"true_first_wait[157]",0.299660442911516,0.2105235,0.293427519154043,0.21340603704,0.0163385,0.89147835,1.00039662463004,7774.91448652603,4015.83729035974
"true_first_wait[158]",0.432492860633875,0.3993135,0.282185427104956,0.3400765641,0.035516715,0.92420865,1.00081189022693,12413.728367009,4811.59642937389
"true_first_wait[159]",0.652220465297437,0.528084,0.509366931271625,0.5150878572,0.04243655,1.6812415,1.00148845941927,9373.5290078883,4476.75813237608
"true_first_wait[160]",0.81700433828725,0.7354205,0.560058579133773,0.6728149995,0.06196576,1.823026,1.00027746367446,12457.2097397851,4794.42120717285
"true_first_wait[161]",25.03319403,25.1416,11.5743929280952,14.68285497,6.981356,43.104215,1.00029713507377,11907.960594064,4492.26767618414
"true_first_wait[162]",0.437466443919187,0.3117705,0.421551074770381,0.31582374852,0.0252256,1.2986265,1.00024300419611,8698.47531608225,4740.74980208627
"true_first_wait[163]",0.483305574718365,0.3427785,0.464882397805437,0.3532264848,0.024204275,1.4078905,1.0002618228876,8700.99928520734,4858.16478669627
"true_first_wait[164]",0.215086823511987,0.159628,0.188903707809736,0.15898927968,0.01418523,0.602859949999998,1.00024232562958,8241.28981080211,4862.45000439306
"true_first_wait[165]",0.304133268209837,0.2149045,0.296319414502055,0.2165018541,0.015571565,0.8995112,1.00072170364115,8814.36014840966,4324.52314984841
"true_first_wait[166]",0.404666628004588,0.3634595,0.273310344688793,0.318002874,0.033255645,0.90717365,1.00108343094417,10854.6408742907,4454.41457561948
"true_first_wait[167]",0.648914738942175,0.5241765,0.514097092863108,0.5216201928,0.039700225,1.6910245,1.00077593376953,9081.79610265284,4567.32597037251
"true_first_wait[168]",0.876333181600875,0.815605,0.565998902210089,0.6940895682,0.074801775,1.853502,1.00065696616875,11955.3192219145,4739.97050992679
"true_first_wait[169]",25.05236364375,24.94755,11.3994025070602,14.40464508,7.1389855,42.83921,1.00058059968607,9939.8532742928,4717.72811691056
"true_first_wait[170]",0.43849227412125,0.3087825,0.433766351530827,0.31763214987,0.02399703,1.3320675,0.999929399937026,8932.17023987875,4528.01774764672
"true_first_wait[171]",0.484074302442651,0.34109,0.465624580264684,0.3501026466,0.026126585,1.422213,0.99999033719,7694.92302012857,4133.01453973495
"true_first_wait[172]",0.421144379041362,0.38891,0.272246540193261,0.3257605785,0.03576797,0.90387325,1.00010178756693,6279.41158684262,5120.01824084228
"true_first_wait[173]",0.340146717941825,0.233706,0.336839201735611,0.23925791085,0.017478305,1.0419575,1.00001720509464,8466.87408216944,4402.81440147646
"true_first_wait[174]",0.40608626746875,0.363861,0.277941418660996,0.3274633446,0.030506955,0.90695325,1.00028293634931,11206.4902544522,4736.36070813603
"true_first_wait[175]",0.603007336524,0.484605,0.478367172842361,0.4710005223,0.04218329,1.5675925,1.00107643373817,11467.4714062325,3953.58661855306
"true_first_wait[176]",0.813346251712875,0.735511,0.549030286000749,0.6522728352,0.067548,1.79901,0.99983617490908,11066.319932837,5134.11957889552
"true_first_wait[177]",24.91767641125,24.77395,11.6716859655496,15.1640328,6.829136,43.075025,1.00284553262752,9897.91351455027,3934.72170511309
"true_first_wait[178]",0.253558428739638,0.196786,0.21185813358887,0.19308833838,0.016709655,0.69356895,1.00013559543367,10430.5700388898,4624.98443022202
"true_first_wait[179]",0.396175160119808,0.3469895,0.27665877145853,0.3188946579,0.029532625,0.9031287,1.00036977312276,10104.297019725,4922.9793700096
"true_first_wait[180]",0.416691224201688,0.377046,0.279474714866427,0.3398052483,0.03449885,0.91252535,1.00031346099149,11125.2614399991,5005.17078653292
"true_first_wait[181]",0.472957133881625,0.454785,0.276018385800755,0.3361150569,0.054573165,0.933038,1.00037264855705,7659.64607774967,4501.92668822662
"true_first_wait[182]",0.3989558367176,0.352533,0.275380263499382,0.3193735377,0.032216665,0.9023103,1.00213032318391,9824.03029941773,5076.91041260687
"true_first_wait[183]",0.42081540205125,0.384872,0.278922294898134,0.3355427733,0.03289524,0.91753865,1.00052901674056,10815.1142645523,4508.89137203747
"true_first_wait[184]",0.254119290067198,0.1955825,0.213685122513869,0.19008585099,0.015650645,0.69873985,1.00005100205266,8678.44523537465,4331.24071558606
"true_first_wait[185]",0.319272011827875,0.2592995,0.246895974300472,0.24650041185,0.024583985,0.8152997,1.00275115865592,10195.1720247484,5037.44194285812
"true_first_wait[186]",0.416340131232586,0.3829265,0.27940552991326,0.3354745737,0.03274361,0.9125632,1.00227654320793,11492.9728880778,4830.30788625286
"true_first_wait[187]",0.550933288698187,0.4201595,0.466472811409982,0.4214535129,0.032294795,1.5295245,0.99996125678755,9986.67605739199,4870.83125581587
"true_first_wait[188]",0.397864200100875,0.2782595,0.379087733831266,0.28667101407,0.01939428,1.2313905,1.00065362872514,9580.00135913903,4376.91987601257
"true_first_wait[189]",0.5189876774735,0.392659,0.444316391204924,0.3917081091,0.031492655,1.455358,1.00020979780014,9957.24116539046,4657.73580935068
"true_first_wait[190]",0.704866197011375,0.5761295,0.543288991543038,0.5721976092,0.040874685,1.774764,1.00065630667442,10533.5520166503,4531.27330364916
"true_first_wait[191]",23.49627146375,23.71395,12.3737319604385,15.89035854,4.0711465,42.72459,1.00209426481936,10654.5720583639,4598.26631608822
"true_first_wait[192]",0.548015522164225,0.420629,0.459169842347534,0.4210962063,0.03289792,1.4999485,1.00099002573368,11231.3251219401,5406.84743049975
"true_first_wait[193]",0.394901314395,0.279053,0.376483400732615,0.28963347126,0.019387715,1.194556,1.00143139067116,9233.26307188195,4530.41482184624
"true_first_wait[194]",0.51579807722375,0.3796055,0.452231223637125,0.3781549212,0.02908281,1.477222,1.00029713620525,8331.37019099985,4547.32134007456
"true_first_wait[195]",0.695773324679875,0.5697085,0.530964319407935,0.5616822687,0.046430825,1.730133,0.999874981240138,11028.7838200517,4229.49709651892
"true_first_wait[196]",23.41150358375,23.33875,12.554627996818,16.30333677,4.1562645,42.9282,1.00039251291336,12517.7697190355,4742.29254078855
"true_first_wait[197]",0.643080193802625,0.452369,0.628017732767914,0.465951528,0.03467195,1.9101565,1.000959060775,10815.3253851504,3952.10988700224
"true_first_wait[198]",0.415891752752638,0.284865,0.421253606503677,0.29144565324,0.021986115,1.2474305,1.00143151926691,9258.91632168449,4776.16728204739
"true_first_wait[199]",0.563729455901025,0.3995325,0.546229468347634,0.4036697259,0.030550485,1.6739435,0.999874552179875,9450.91578341313,4289.57656000039
"true_first_wait[200]",0.971438004560725,0.700997,0.874763649724659,0.7234613568,0.05195653,2.840326,1.00012018223876,8521.18705719677,4120.33387936596
"true_first_wait[201]",0.9613750345278,0.683733,0.870269597157352,0.6974365377,0.059539005,2.8288975,1.00046792984933,8717.68287435039,4437.22213803388
"true_first_wait[202]",0.634870109166375,0.438292,0.618226892567117,0.4480150332,0.03461151,1.9151175,1.00022982152247,10303.6231314411,4339.61725050248
"true_first_wait[203]",0.415168004867087,0.2889315,0.41674811375224,0.29486882838,0.02325588,1.2737205,1.00025703279405,8145.20977915,4369.4598627281
"true_first_wait[204]",0.575594038273088,0.405142,0.566082445782107,0.410954481,0.02852567,1.717031,1.00100407401266,10062.7692194532,4658.13395204064
"true_first_wait[205]",0.9649609049235,0.691661,0.867898030290111,0.7188408339,0.0523956,2.8094375,1.00042468864635,7779.13221570117,4698.53875886945
"true_first_wait[206]",0.971177041709125,0.694087,0.878908439075433,0.723686712,0.053252165,2.869395,1.00086179513738,9200.68708947635,4834.89187783067
"true_first_wait[207]",0.244002415888788,0.184549,0.21177372616829,0.18367197513,0.01317445,0.69273485,1.000075405065,9726.47075437682,3443.96246375637
"true_first_wait[208]",0.40653590171905,0.3648965,0.276929052781325,0.3244544079,0.033238875,0.9062692,1.00200831172007,12749.3964549126,4654.67885289997
"true_first_wait[209]",1.36551963875,1.31362,0.266258247711815,0.294525903,1.0241785,1.8735495,1.00063172396409,11333.8171483527,4913.63751203421
"true_first_wait[210]",0.371300010561625,0.3221965,0.266070096171508,0.301924077,0.027150455,0.872629899999999,1.00023786404829,9326.759091367,5164.58783342631
"true_first_wait[211]",0.41170874401835,0.371756,0.27992078359189,0.3339623217,0.02949666,0.9149597,1.0002969226064,11415.5062739436,4585.95377074011
"true_first_wait[212]",0.430879437952875,0.402986,0.283295456350866,0.3473961603,0.032638555,0.9239048,1.00115843756749,9995.6559297797,4786.86701462932
"true_first_wait[213]",0.369995911702812,0.3224495,0.264962900674357,0.2930166162,0.0271439,0.8742999,1.00120994743319,9931.30022145051,4227.63327684291
"true_first_wait[214]",0.411550800009901,0.374758,0.275996879295794,0.3269703801,0.03146123,0.913273,1.00074350285305,10170.5520017105,4925.29544948963
"true_first_wait[215]",0.4329265573984,0.403953,0.277453875464792,0.3336435627,0.037301785,0.9185975,1.00017801494069,10082.2930846539,4758.97406080016
"true_first_wait[216]",0.240547606118774,0.180028,0.208866837703481,0.18090032856,0.013714635,0.67939425,1.00005058649734,9402.98620315737,4470.00590300943
"true_first_wait[217]",0.430322430749987,0.395768,0.286859281125235,0.352362129,0.03332654,0.92857645,1.00069339914339,11544.518233785,5249.75775876863
"true_first_wait[218]",0.444923098107375,0.4214365,0.280558526650546,0.3481181865,0.03813084,0.92265795,0.999829864780615,11272.4210307667,5221.40400215054
"true_first_wait[219]",0.34983873241825,0.2936585,0.258486958076688,0.2715115032,0.02587818,0.85654425,1.00001439232749,8964.63417172983,5191.07238949366
"true_first_wait[220]",0.414622549700375,0.374316,0.281823924102379,0.3410884386,0.031450535,0.918232399999999,1.00170383297217,10873.1362403966,4278.56897441746
"true_first_wait[221]",1.3325191725,1.274605,0.255058475346627,0.263717475,1.021918,1.839199,1.0009519972614,12830.5904747494,4711.12227649395
"true_first_wait[222]",0.351992784370625,0.296929,0.258085486887469,0.2730067053,0.02648513,0.8595011,0.999954689679718,9050.52128502786,4905.30277900996
"true_first_wait[223]",0.428203811522875,0.389295,0.287217277846964,0.356572713,0.033727445,0.9249147,1.00073164035839,11040.2249966948,4426.30682774471
"true_first_wait[224]",1.3753468675,1.32732,0.271798559768901,0.304407432,1.0256935,1.886548,1.00009754471762,11506.117338316,4886.26175534639
"true_first_wait[225]",0.492951299399781,0.3300875,0.504671629791126,0.35217969507,0.022247125,1.523127,1.00009263287046,7737.4061144396,4690.76986138602
"true_first_wait[226]",0.890716772571625,0.698734,0.723784557001737,0.6827461956,0.057667795,2.382781,0.999892951600764,8199.04494798598,5167.88525940853
"true_first_wait[227]",0.50486934767871,0.3416345,0.522431078784483,0.3534384966,0.02892153,1.549821,1.00004227722554,7656.76423971908,4823.15408334324
"true_first_wait[228]",1.03812205091363,0.740262,0.967477438241745,0.7631157177,0.05127352,3.1020855,1.00038534924525,7914.83091007812,4673.08894039012
"true_first_wait[229]",1.00275083288871,0.6696905,1.02180111796303,0.6865023627,0.05540296,3.138425,0.999842876999128,7353.80612664707,4104.35708738406
"true_first_wait[230]",1.1074292935535,0.7723315,1.07381737300698,0.7982184966,0.06008096,3.31500399999999,1.00037321569146,7179.19237918519,4732.27821812168
"true_first_wait[231]",0.50457447617215,0.334566,0.52633107653875,0.35446171299,0.025697945,1.541138,1.00009567112903,8512.97374412121,4848.37853425225
"true_first_wait[232]",1.04198821438874,0.6742115,1.11711157703458,0.709461165,0.05085783,3.224459,1.00044730332797,6536.44676809994,3936.51392365609
"true_first_wait[233]",1.03997510482327,0.682075,1.10965635621425,0.7186599567,0.049573835,3.268643,0.999928261644095,7967.89008468515,4327.04462633155
"true_first_wait[234]",1.12000306785963,0.778909,1.0991826048955,0.8030814246,0.063875115,3.299238,1.00068908777964,7069.63743806215,5293.69440502608
"true_first_wait[235]",0.494934561174225,0.331351,0.514816896155985,0.34425030549,0.0255322,1.5330895,1.00025218701923,7694.30500050104,4739.51749026894
"true_first_wait[236]",0.294741598419338,0.232402,0.23684894112035,0.2300928483,0.01749574,0.7739679,1.0015725826697,10550.4363543866,4374.19129709901
"true_first_wait[237]",25.939642955,26.11465,11.0531918953268,14.35623819,8.8048735,43.139505,1.00291753151098,12816.7037524207,5071.09969108359
"true_first_wait[238]",0.417218708009125,0.318849,0.360466997407705,0.3203275908,0.02366562,1.1448675,1.00072009179801,7844.24985933285,4315.94183925993
"true_first_wait[239]",0.32345500204079,0.239193,0.289843960191573,0.23609530266,0.02151802,0.90779705,1.0004026192793,8163.18462015867,4600.61333264171
"true_first_wait[240]",0.298205441262308,0.232235,0.244635969509927,0.2304138312,0.01707147,0.8079245,1.00075966457835,11374.7025342893,4177.89247386653
"true_first_wait[241]",0.260948354031488,0.1967925,0.220797422004155,0.19740885717,0.01662296,0.7186933,1.00139402203681,10950.0248653746,4337.04654270517
"true_first_wait[242]",0.447255607468125,0.3454065,0.378613371787391,0.3337087971,0.02949599,1.2227135,1.00074440397571,7320.37732018312,4526.40284659836
"true_first_wait[243]",0.475705946862462,0.356738,0.412541734726321,0.355490415,0.0256498,1.329653,1.00076142871389,6511.7198577022,4020.67360935932
"true_first_wait[244]",0.296122311406537,0.2317995,0.243573176584276,0.23124720066,0.016739025,0.7943181,1.00061788267835,10503.1397081321,4162.58442841479
"true_first_wait[245]",0.36705502113075,0.315369,0.26743009578875,0.2990092854,0.025987565,0.87879285,0.999782704313821,11069.8604948349,5190.06009235971
"true_first_wait[246]",0.459679522664,0.3486945,0.395293141623351,0.3485918772,0.030079045,1.276775,1.0005801473923,7187.51432591545,5033.61173091687
"true_first_wait[247]",0.45826507147425,0.34282,0.398442324854358,0.348462891,0.027807385,1.2799415,0.99979721454952,8519.7976193692,5067.42813408366
"true_first_wait[248]",0.305927818315825,0.242131,0.247358727606397,0.23873010525,0.018857505,0.81351195,1.00021318257367,9886.96644337173,4081.58517199794
"true_first_wait[249]",0.379930283843475,0.3277885,0.271615108663984,0.3011316273,0.02794549,0.8925089,1.00142929420873,12453.3775031518,4759.52272567201
"true_first_wait[250]",0.452561233150988,0.339728,0.396883244766866,0.3371551008,0.02738326,1.286278,1.00055834739446,7779.26688694789,4649.80757135385
"true_first_wait[251]",0.3507698929908,0.2641315,0.310319002093419,0.26268714213,0.02093896,0.971758149999999,1.00098073161087,8718.96604487154,5144.59778379715
"true_first_wait[252]",0.38161145348225,0.333316,0.270251104187895,0.303933,0.02715393,0.889907899999999,1.00086280968402,10267.0661299029,4334.36324582402
"true_first_wait[253]",0.401295274749875,0.355737,0.277822208327716,0.325193484,0.031628515,0.9102855,1.0011829988509,10885.3022047672,4768.97002661899
"true_first_wait[254]",0.4972871579205,0.3847285,0.41812100883877,0.3784692324,0.02960357,1.350545,1.00038870682458,8330.46484668952,5297.39663796655
"true_first_wait[255]",0.385408235515212,0.290143,0.337896396422918,0.2864561112,0.025272265,1.0776555,1.00069569374875,9262.84725432087,5180.18354087366
"true_first_wait[256]",0.379213807552125,0.331279,0.270860348575394,0.3104060316,0.027683155,0.88711095,1.00022561793006,9082.68643567163,4577.02550015486
"true_first_wait[257]",1.31140109875,1.243265,0.251951432927309,0.247119768,1.0184775,1.8216765,1.00002559134991,10269.9490767383,4719.4035433419
"true_first_wait[258]",0.50671040896775,0.3951215,0.416197787801774,0.3905998656,0.033446805,1.3494475,0.999757347758552,7047.69190504087,4617.23565386868
"true_first_wait[259]",0.388420436454687,0.297082,0.338936120255589,0.2889617052,0.025810645,1.0786185,0.999815165152069,8476.7542938207,4274.02871030346
"true_first_wait[260]",0.317540156807125,0.25398,0.25170231016042,0.24959378262,0.018250065,0.8316726,1.00016564824462,9894.55806743263,4376.95405277658
"true_first_wait[261]",0.402100588910413,0.363693,0.273497746874462,0.3216367266,0.03124647,0.8995032,1.00110731983259,10260.6713991504,4805.58105264417
"true_first_wait[262]",0.505157960403625,0.3916385,0.419389581565624,0.3878081298,0.0319044,1.349226,1.00078959963877,7192.65251003196,5098.39434327653
"true_first_wait[263]",0.536374327156625,0.420836,0.440015936164756,0.4034910726,0.033526055,1.422712,1.00107948913731,6779.68849842026,4096.34992136919
"true_first_wait[264]",0.313577466999625,0.251586,0.245319433113986,0.24173185134,0.020601335,0.814547749999999,1.00078861468397,9713.4339016809,4246.20834987798
"true_first_wait[265]",0.405187719871,0.363829,0.274811679890573,0.3252016383,0.03334348,0.90285145,1.00118412385891,11148.3007499086,4820.48040052428
"true_first_wait[266]",0.462596879553225,0.3537725,0.391925008363375,0.3481804557,0.03176483,1.259579,1.00065901705273,7445.09729383422,4740.02528495566
"true_first_wait[267]",0.478937775191375,0.3614945,0.414671088522936,0.3622325385,0.03046209,1.338993,1.00016946678902,6335.58042488476,4089.66364540051
"true_first_wait[268]",23.930311315,23.97325,12.0073302170761,15.41399916,5.1312105,42.56231,0.999822842727403,11240.4845505054,4866.20686428643
"true_first_wait[269]",0.3295276568325,0.273533,0.25172949854604,0.2548248402,0.024595065,0.8363915,1.00039746640757,8604.99371849989,3992.21649220538
"true_first_wait[270]",1.34229637875,1.288105,0.254343728563398,0.272494467,1.0248155,1.8350755,1.00057809877274,10840.2337386371,5038.40108931424
"true_first_wait[271]",0.349616234260513,0.289717,0.265356784480271,0.2797621722,0.023298615,0.871895199999999,1.00032077088375,12009.4259798,5006.68138914901
"true_first_wait[272]",23.8874501625,23.98585,12.0873024270732,15.708147,5.203106,42.731055,1.00058108165163,10642.9489316336,5134.31356507478
"true_first_wait[273]",0.33020540156875,0.26834,0.254424404027324,0.26095657728,0.022074895,0.837882,1.0005428047687,10254.9470573774,4767.22303472774
"true_first_wait[274]",24.12259901125,24.1957,11.979739486192,15.42363606,5.404251,42.79494,1.00154614817589,11718.4398567277,5208.19242553623
"true_first_wait[275]",0.512007911299275,0.352655,0.504574781117937,0.3626750946,0.02440835,1.560038,1.00078335413348,7193.07534265886,3992.80954456593
"true_first_wait[276]",24.11309414,24.1127,12.1764591276854,15.60073263,5.0869605,42.95947,1.00086012672629,11750.1030076585,4945.34144124179
"true_first_wait[277]",0.469062686123625,0.3236425,0.457983698558395,0.33468620115,0.023845315,1.4131075,1.00020691965016,7656.35603725433,4680.34583816148
"true_first_wait[278]",24.3900393075,24.67405,12.3124090846261,15.99458532,5.0024815,43.202295,1.0014958395644,10030.5107893812,4117.54391422457
"true_first_wait[279]",0.464020706128225,0.3217585,0.465711571843519,0.3251942253,0.02621778,1.4100245,1.00018567416914,8908.59972338334,4640.1175745658
"true_first_wait[280]",29.6118381,29.7254,8.89572127352826,11.22454221,15.58781,43.47929,1.00060302413918,9665.76156822624,4819.42032760609
"true_first_wait[281]",29.518118125,29.53495,8.82957776806267,11.2077147,15.594985,43.28757,1.00191865536104,11758.442077292,4847.86692896284
"true_first_wait[282]",29.7591806,29.81,8.9815706574267,11.51742984,15.58615,43.577835,1.00134305212908,12449.5735010618,4863.94283008696
"true_first_wait[283]",24.075275315,24.0828,12.0395538114026,15.21103122,5.0823765,43.024385,1.00034384398374,11573.7651183824,4217.56326407372
"true_first_wait[284]",0.417806572392112,0.2913205,0.395169641626932,0.29171059386,0.0234078,1.2760465,1.00044620710041,8809.56058063373,4838.25514471694
"true_first_wait[285]",1.3162176625,1.257875,0.248497377184789,0.246460011,1.018715,1.8240925,1.00098146584228,10788.4231633834,4648.49927416909
"true_first_wait[286]",0.4154135296555,0.2927225,0.393126311038908,0.29317718178,0.022929975,1.272275,1.00018375612309,9443.31361838747,4321.58442064332
"true_first_wait[287]",1.32860285375,1.271125,0.249496033393827,0.253917489,1.0226995,1.8248695,1.00045837429232,9911.3790487172,4619.82040163345
"true_first_wait[288]",0.453157561587392,0.3271105,0.41813370674483,0.3318459102,0.024666065,1.3609865,1.00110618380813,6322.58779957579,3670.29392641803
"true_first_wait[289]",1.42349871875,1.38862,0.279609878058402,0.343955787,1.0357295,1.9108705,1.00041634113842,10970.2783862169,4715.95719283715
"true_first_wait[290]",0.452108402584258,0.3033355,0.482208665562425,0.3142800654,0.023880515,1.4155635,1.00003263090009,7961.63482931149,4738.07590394243
"true_first_wait[291]",23.78859489625,23.6328,12.0819256862095,15.42912168,4.9734365,42.70079,1.00026392044416,11766.626774504,4710.92622810867
"true_first_wait[292]",0.454189827456256,0.30897,0.468931900565978,0.31463752026,0.024985505,1.408318,1.00011155877983,8230.22061772145,4847.79266446028
"true_first_wait[293]",0.488970729710875,0.4801845,0.287751170114923,0.3697404249,0.04721758,0.945104,1.00028671188116,10917.5770031045,4812.12604703078
"true_first_wait[294]",0.491486329347238,0.329804,0.507995371221,0.34299387612,0.025265535,1.512765,1.00128515500673,7348.62561593283,4480.01333929965
"true_first_wait[295]",0.408354027739125,0.2999735,0.370083719984372,0.3051316821,0.022645815,1.1697105,1.00007246419698,10493.4388305572,4587.78596349483
"true_first_wait[296]",2.321048,2.2572,0.254882657500195,0.25137483,2.0173075,2.838154,1.00176983462644,9772.36118220653,4802.19221941514
"true_first_wait[297]",24.895769025,24.7754,11.7619771487048,15.44164965,6.8671495,43.00163,0.999828572493954,10520.3461975503,4511.46776697347
"true_first_wait[298]",24.86746413875,24.6146,11.5489629142243,14.93526762,7.1218285,42.83123,1.00281314324026,12156.6972727939,4754.96088791159
"true_first_wait[299]",1.29025304561325,1.20656,0.764361017245575,0.8627938809,0.16514395,2.6659845,1.0005754703434,5856.4093145076,4507.51497141708
"true_first_wait[300]",3.79103341625,3.701205,0.553655831441952,0.63610953,3.0562535,4.8113535,1.00028492890629,8518.30876885889,5386.81895961059
"true_first_wait[301]",0.633937102229625,0.510013,0.491779389460806,0.4861875354,0.044649535,1.628723,1.00031686640996,10135.9592931688,4899.13316652189
"true_first_wait[302]",0.684441430119687,0.573237,0.514664099385397,0.5430474693,0.04495008,1.699225,1.00015719328282,11060.5882408133,4367.14053110695
"true_first_wait[303]",2.38733438125,2.341215,0.271059522926125,0.310982763,2.029372,2.8922125,1.00209407999487,10004.117844211,4598.6203878736
"true_first_wait[304]",25.08321608375,25.1566,11.5470532287401,14.82814977,6.971456,42.98935,1.0008433534931,11390.8335317557,4238.78883586402
"true_first_wait[305]",0.717137390683625,0.587739,0.571647616768618,0.5416538253,0.0512827,1.8458485,1.0005496534078,7648.13416992409,4832.23637900039
"true_first_wait[306]",25.1853556925,25.1345,11.535060469547,14.85876546,7.170127,43.091285,1.00140461461052,11831.5042409687,4687.58591138662
"true_first_wait[307]",0.431622798820374,0.306398,0.395382007625564,0.31179648801,0.024512905,1.26313,0.999869985932243,9197.24572076886,4265.32285278479
"true_first_wait[308]",0.4149890029357,0.318109,0.363268697502816,0.3095609496,0.023808345,1.1702425,1.000139877081,9240.30016867796,4325.27193849541
"true_first_wait[309]",4.4832527625,4.474055,0.290716193868248,0.372466185,4.0414985,4.9508465,0.99990623094088,10433.6597907721,4142.81811843859
"true_first_wait[310]",3.4526928625,3.432235,0.286145770898167,0.356172411,3.03711,3.936192,1.00048687881148,10396.1150141672,4300.42807081786
"true_first_wait[311]",3.7273839225,3.611935,0.539556927374465,0.593388411,3.0537845,4.764327,1.00166549090368,8917.90644985057,4787.78567282588
"true_first_wait[312]",25.07447818375,25.0547,11.4584142619732,14.72607276,7.2417905,42.845725,1.00083370764392,12285.2596141629,5237.60174519159
"true_first_wait[313]",0.4246730052281,0.3146895,0.382150876598039,0.3141021534,0.024384385,1.2277185,1.00037343342686,10760.9116715025,4657.07886148374
"true_first_wait[314]",0.492811665034933,0.368464,0.428836820178323,0.3768806265,0.025484505,1.368286,1.00052053780327,10996.5388593835,4491.30782033048
"true_first_wait[315]",7.96616368625,7.947755,0.575925152780724,0.735058254000001,7.0892775,8.88392,1.0003880048241,10852.3812764741,4933.2885227194
"true_first_wait[316]",33.0387008625,33.06765,6.87955296468237,8.77469397,22.29062,43.742615,1.00130873031875,9872.21738503266,4634.84170814468
"true_first_wait[317]",0.718334422950625,0.572641,0.586878426286863,0.5586674016,0.044381335,1.891715,1.00085814741666,8383.43516514878,4740.01201514286
"true_first_wait[318]",0.905444094861175,0.779085,0.654811935235828,0.6861302301,0.079171085,2.1502325,1.0000801261854,7671.74091112153,5252.91976388957
"true_first_wait[319]",0.430732777753087,0.3186255,0.389063734863007,0.311731476,0.02466998,1.267667,1.00005144922253,8939.98392987992,4723.59296461958
